1,397,446,843,0.8232421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,424,531,955,0.9326171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,451,496,947,0.9248046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,451,497,948,0.92578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,440,501,941,0.9189453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,423,478,901,0.8798828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,492,500,992,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,536,436,972,0.94921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,527,405,932,0.91015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,390,471,861,0.8408203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,358,559,917,0.8955078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,353,618,971,0.9482421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,470,534,1004,0.98046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,425,503,928,0.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,435,478,913,0.8916015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,453,497,950,0.927734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,448,523,971,0.9482421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,480,471,951,0.9287109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,504,433,937,0.9150390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,539,439,978,0.955078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,498,392,890,0.869140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,476,465,941,0.9189453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,461,467,928,0.90625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,400,516,916,0.89453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,418,534,952,0.9296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,382,524,906,0.884765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,499,532,1001,0.9775390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,513,423,936,0.9140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,504,432,936,0.9140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,456,440,896,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,460,521,981,0.9580078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,536,444,980,0.95703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,595,365,960,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,578,348,926,0.904296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,548,377,925,0.9033203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,478,403,881,0.8603515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,385,535,920,0.8984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,407,546,953,0.9306640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,443,528,971,0.9482421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,480,459,939,0.9169921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,401,499,900,0.87890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,309,569,878,0.857421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,315,673,988,0.96484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,400,578,978,0.955078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,461,498,959,0.9365234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,398,515,913,0.8916015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,413,536,949,0.9267578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,426,524,950,0.927734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,437,508,945,0.9228515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,352,537,889,0.8681640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,294,610,904,0.8828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,281,683,964,0.94140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,329,613,942,0.919921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,460,546,1006,0.982421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,461,499,960,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,455,441,896,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,412,522,934,0.912109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,467,503,970,0.947265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,459,484,943,0.9208984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,460,482,942,0.919921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sender,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,receiver
